@relation wind_data-weka.filters.unsupervised.attribute.Remove-R1

@attribute WIND {'Gentle Breeze','Light Breeze','Light Air','Moderate Breeze',Calm}
@attribute IND numeric
@attribute RAIN {Slight,Moderate,Heavy}
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric

@data
'Light Breeze',-0.333699,Slight,-0.310259,-0.743518,-0.389995,-0.210652,-0.228286
'Light Breeze',-0.333699,Slight,-0.310259,-1.256958,-0.389995,-0.301107,-0.411521
'Light Breeze',-0.333699,Slight,-0.310259,-0.722124,-0.389995,-1.137817,-1.474286
'Light Breeze',-0.333699,Slight,-0.310259,-1.535072,-0.389995,-0.391562,-0.191639
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.428105,0.469785,-1.771003,-1.712492
'Light Breeze',-0.333699,Slight,-0.310259,-0.914664,0.469785,-1.861459,-2.11561
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.871878,0.469785,-1.635321,-1.877404
'Gentle Breeze',3.045582,Slight,-0.310259,-1.299745,-0.389995,-0.368948,-0.484816
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.593764,-0.389995,-0.843838,-0.851286
'Light Breeze',-0.333699,Slight,-0.310259,-1.363925,-0.389995,-0.527245,-0.704698
'Light Air',-0.333699,Slight,-0.310259,-0.957451,-0.389995,-0.595086,-0.997874
'Light Breeze',-0.333699,Slight,-0.310259,-1.235565,-0.389995,-0.188038,-0.264933
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.770399,-0.389995,-0.6177,-0.264933
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.791792,-0.389995,-0.730769,-0.503139
'Light Breeze',3.045582,Slight,-0.310259,-1.684825,-0.389995,-0.504631,-0.356551
'Light Breeze',3.045582,Slight,-0.310259,-1.535072,-0.389995,-0.775997,-0.539786
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.684825,-0.389995,-0.640314,-0.686374
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.978845,-0.389995,-0.459404,-0.411521
'Light Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,-0.391562,-0.24661
'Gentle Breeze',-0.333699,Slight,-0.310259,0.775411,-0.389995,-0.346335,-0.961227
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.444011,-0.389995,0.105941,-0.136668
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.508191,-0.389995,-0.188038,-0.411521
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.05893,-0.389995,0.083327,-0.154992
'Light Breeze',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-0.79861,-1.217757
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.12311,-0.389995,-0.301107,-0.61308
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.272864,-0.389995,0.21901,-0.594757
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.144503,-0.389995,0.535603,0.431361
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,-0.188038,-0.942904
'Gentle Breeze',3.045582,Slight,-0.310259,-0.914664,-0.389995,-0.074969,-0.026727
'Light Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-0.889066,-1.23608
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.764911,-0.389995,-0.323721,-0.319904
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.700731,-0.389995,-0.6177,-0.594757
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-0.595086,-0.264933
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,-0.527245,-1.052845
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,-0.278493,-0.264933
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,-0.142811,-0.319904
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.743518,-0.389995,-0.25588,-0.411521
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.043025,-0.389995,-0.346335,-0.411521
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.449498,-0.389995,-0.323721,-0.466492
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.256958,-0.389995,-0.640314,-0.319904
'Gentle Breeze',3.045582,Slight,-0.310259,-0.829091,-0.389995,-0.595086,-0.30158
'Light Breeze',-0.333699,Slight,-0.310259,-0.722124,-0.389995,-0.956907,-1.272727
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.893271,-0.389995,-0.595086,-1.052845
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.957451,-0.389995,-0.278493,0.046567
'Moderate Breeze',3.045582,Slight,-0.310259,-1.727612,-0.389995,-0.911679,-0.30158
'Light Breeze',3.045582,Slight,-0.310259,-1.363925,-0.389995,-1.228272,-1.969022
'Light Breeze',-0.333699,Slight,-0.310259,-1.235565,0.469785,-1.499638,-2.518728
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.444011,-0.389995,-1.002135,-0.503139
'Moderate Breeze',-0.333699,Slight,-0.310259,0.390331,-0.389995,-0.368948,-0.136668
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.850484,-0.389995,-0.662928,-1.419316
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.085811,0.469785,-1.590093,-1.822434
'Light Breeze',3.045582,Slight,-0.310259,-0.764911,-0.389995,-1.363955,-1.749139
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.636551,-0.389995,-0.391562,-0.86961
'Gentle Breeze',3.045582,Slight,-0.310259,-0.936058,-0.389995,-0.233266,-0.686374
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.299745,-0.389995,-1.205659,-1.327698
'Light Breeze',-0.333699,Slight,-0.310259,-1.492285,0.469785,-1.793617,-1.822434
'Light Breeze',-0.333699,Slight,-0.310259,-0.657944,-0.389995,-1.002135,-1.144463
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-0.368948,-0.100021
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.422617,-0.389995,-0.43679,-0.55811
'Moderate Breeze',-0.333699,Slight,-0.310259,0.26197,-0.389995,-0.007128,0.504655
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.508191,-0.389995,-0.029742,-0.228286
'Gentle Breeze',3.045582,Slight,-0.310259,-0.294257,-0.389995,-0.549859,-0.777992
'Light Breeze',-0.333699,Slight,-0.310259,-0.615157,0.469785,-1.544866,-1.822434
'Light Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,-0.956907,-1.291051
'Light Breeze',-0.333699,Slight,-0.310259,-0.978845,-0.389995,0.015486,-0.411521
'Light Breeze',-0.333699,Slight,-0.310259,-0.764911,-0.389995,-1.160431,-0.264933
'Light Breeze',-0.333699,Slight,-0.310259,-0.016143,-0.389995,-0.368948,-0.24661
'Gentle Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,0.761741,0.761185
'Gentle Breeze',-0.333699,Slight,-0.310259,0.604264,-0.389995,1.168789,0.907773
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.636551,-0.389995,-0.052355,-0.374874
'Gentle Breeze',-0.333699,Slight,-0.310259,0.155004,-0.389995,-0.43679,-0.61308
'Gentle Breeze',-0.333699,Slight,-0.310259,0.32615,-0.389995,0.173783,0.046567
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.401224,-0.389995,-0.007128,-0.319904
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,-0.753383,-0.961227
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.657944,-0.389995,-0.979521,-1.034522
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.144503,-0.389995,-0.188038,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,-0.401224,-0.389995,-0.866452,-1.346022
'Light Breeze',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.640314,-1.052845
'Light Breeze',3.045582,Slight,-0.310259,-0.829091,-0.389995,-0.572473,-1.510933
'Gentle Breeze',3.045582,Slight,-0.310259,-0.829091,-0.389995,-0.866452,-1.199433
'Light Breeze',3.045582,Slight,-0.310259,0.00525,-0.389995,-0.775997,-1.510933
'Light Breeze',3.045582,Slight,-0.310259,-0.080323,-0.389995,-0.549859,-1.052845
'Light Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,-0.097583,-0.319904
'Gentle Breeze',-0.333699,Slight,-0.310259,0.00525,-0.389995,-0.278493,-0.777992
'Light Breeze',-0.333699,Slight,-0.310259,-0.016143,-0.389995,0.241624,0.193155
'Light Breeze',-0.333699,Slight,-0.310259,0.090823,-0.389995,0.580831,0.358067
'Light Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,0.151169,-0.631404
'Gentle Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.987879,0.687891
'Light Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,-0.43679,-1.052845
'Light Breeze',3.045582,Slight,-0.310259,-0.486797,-0.389995,-0.911679,-1.144463
'Light Breeze',-0.333699,Slight,-0.310259,-0.31565,-0.389995,-1.341341,-1.822434
'Light Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,-0.278493,-1.052845
'Light Breeze',-0.333699,Slight,-0.310259,-0.444011,-0.389995,-0.323721,-0.86961
'Light Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,-0.821224,-1.327698
'Light Air',-0.333699,Slight,-0.310259,-0.101717,-0.389995,-1.047362,-0.997874
'Light Air',-0.333699,Slight,-0.310259,0.390331,-0.389995,-1.09259,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,0.604264,-0.389995,0.558217,-0.356551
'Gentle Breeze',-0.333699,Slight,-0.310259,1.010738,-0.389995,0.512989,-0.521463
'Light Breeze',-0.333699,Slight,-0.310259,0.967951,-0.389995,0.241624,-0.814639
'Light Breeze',-0.333699,Slight,-0.310259,1.053525,-0.389995,0.806969,-0.61308
'Gentle Breeze',-0.333699,Slight,-0.310259,0.240577,-0.389995,0.716513,0.064891
'Gentle Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,0.445148,-0.631404
'Light Breeze',-0.333699,Slight,-0.310259,0.775411,-0.389995,0.87481,-0.118345
'Light Breeze',-0.333699,Slight,-0.310259,1.181885,-0.389995,0.829582,-0.228286
'Light Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,0.852196,-0.264933
'Light Breeze',-0.333699,Slight,-0.310259,0.882378,-0.389995,1.078334,-0.264933
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,0.87481,-0.24661
'Light Breeze',-0.333699,Slight,-0.310259,0.604264,-0.389995,-0.25588,-1.510933
'Light Breeze',-0.333699,Slight,-0.310259,1.267458,-0.389995,-0.301107,-1.419316
'Light Breeze',-0.333699,Slight,-0.310259,1.545572,-0.389995,-0.368948,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,2.123193,-0.389995,0.241624,-1.254404
'Gentle Breeze',-0.333699,Slight,-0.310259,1.267458,-0.389995,0.626058,-0.503139
'Gentle Breeze',-0.333699,Slight,-0.310259,0.497297,-0.389995,1.123562,0.449685
'Gentle Breeze',-0.333699,Slight,-0.310259,0.390331,-0.389995,0.965265,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,-0.188038,-0.961227
'Light Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,-0.210652,-1.217757
'Light Breeze',3.045582,Slight,-0.310259,0.19779,-0.389995,-0.278493,-1.419316
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.144503,-0.389995,0.603445,-0.228286
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.615157,-0.389995,-0.323721,-0.448168
'Light Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,-0.097583,-0.228286
'Light Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,0.21901,-1.052845
'Gentle Breeze',-0.333699,Slight,-0.310259,1.010738,-0.389995,0.105941,-1.327698
'Gentle Breeze',3.045582,Slight,-0.310259,0.989345,-0.389995,0.6939,-0.429845
'Light Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,0.87481,-0.319904
'Light Breeze',-0.333699,Slight,-0.310259,-0.144503,-0.389995,0.626058,-0.448168
'Light Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,0.920038,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.604264,-0.389995,0.467762,-0.814639
'Light Air',-0.333699,Slight,-0.310259,0.668444,-0.389995,0.603445,-0.777992
'Light Air',-0.333699,Slight,-0.310259,1.053525,-0.389995,-0.074969,-1.346022
'Light Air',-0.333699,Slight,-0.310259,1.417212,-0.389995,-0.188038,-1.510933
'Light Breeze',-0.333699,Slight,-0.310259,2.123193,-0.389995,0.151169,-1.199433
'Light Breeze',-0.333699,Slight,-0.310259,1.288852,-0.389995,1.394927,-0.24661
'Light Breeze',-0.333699,Slight,-0.310259,0.625657,-0.389995,1.304472,0.138185
'Light Breeze',-0.333699,Slight,-0.310259,1.117705,-0.389995,0.852196,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,1.53061,0.63292
'Light Breeze',-0.333699,Slight,-0.310259,0.775411,-0.389995,1.146175,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.010738,-0.389995,1.327086,-0.503139
'Gentle Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,1.394927,0.413038
'Gentle Breeze',-0.333699,Slight,-0.310259,1.759506,-0.389995,1.53061,0.596273
'Gentle Breeze',-0.333699,Slight,-0.310259,1.139098,-0.389995,1.643679,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,2.080406,-0.389995,0.987879,-0.503139
'Light Air',-0.333699,Slight,-0.310259,1.267458,-0.389995,1.146175,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.973439,-0.389995,1.168789,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,2.037619,-0.389995,1.643679,-0.001707
'Light Air',-0.333699,Slight,-0.310259,2.4227,-0.389995,1.259244,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.139098,-0.389995,1.982886,1.475803
'Light Breeze',-0.333699,Slight,-0.310259,1.502785,-0.389995,1.734134,1.695685
'Light Breeze',-0.333699,Slight,-0.310259,1.181885,-0.389995,1.575838,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.459999,-0.389995,0.87481,0.32142
'Light Breeze',-0.333699,Slight,-0.310259,1.288852,-0.389995,1.734134,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,1.507996,1.237597
'Light Breeze',-0.333699,Slight,-0.310259,0.882378,-0.389995,1.688906,1.750656
'Light Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,1.553224,1.768979
'Light Breeze',-0.333699,Slight,-0.310259,1.459999,-0.389995,0.942651,0.981067
'Gentle Breeze',-0.333699,Slight,-0.310259,1.609752,-0.389995,1.553224,1.530773
'Gentle Breeze',-0.333699,Slight,-0.310259,0.497297,-0.389995,1.236631,1.109332
'Gentle Breeze',-0.333699,Slight,-0.310259,1.353032,-0.389995,1.259244,1.145979
'Gentle Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,1.05572,1.182626
'Light Breeze',-0.333699,Slight,-0.310259,0.967951,-0.389995,0.920038,0.577949
'Gentle Breeze',3.045582,Slight,-0.310259,2.165979,-0.389995,1.734134,1.897244
'Gentle Breeze',-0.333699,Slight,-0.310259,1.353032,-0.389995,2.593458,2.391979
'Gentle Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,1.191403,1.237597
'Gentle Breeze',-0.333699,Slight,-0.310259,0.903771,-0.389995,1.010493,1.091008
'Gentle Breeze',3.045582,Slight,-0.310259,0.647051,-0.389995,1.010493,0.981067
'Light Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,0.784355,0.706214
'Light Breeze',3.045582,Slight,-0.310259,0.946558,-0.389995,0.920038,0.981067
'Light Breeze',3.045582,Slight,-0.310259,1.117705,-0.389995,0.21901,0.028243
'Light Breeze',3.045582,Slight,-0.310259,1.524179,-0.389995,1.507996,1.549097
'Light Breeze',3.045582,Slight,-0.310259,1.652539,-0.389995,1.507996,0.138185
'Light Air',-0.333699,Slight,-0.310259,1.994832,-0.389995,1.71152,1.127656
'Light Breeze',-0.333699,Slight,-0.310259,1.823686,-0.389995,1.666293,1.365861
'Light Breeze',-0.333699,Slight,-0.310259,1.267458,-0.389995,0.6939,0.376391
'Gentle Breeze',-0.333699,Slight,-0.310259,1.331638,-0.389995,1.71152,1.805626
'Light Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,0.897424,0.797832
'Light Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,0.490376,-0.283257
'Light Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,1.304472,0.834479
'Light Air',-0.333699,Slight,-0.310259,1.139098,-0.389995,0.264238,-0.173315
'Light Air',-0.333699,Slight,-0.310259,1.395818,-0.389995,0.535603,-0.100021
'Light Breeze',-0.333699,Slight,-0.310259,1.909259,-0.389995,0.897424,0.229802
'Light Breeze',-0.333699,Slight,-0.310259,1.652539,-0.389995,0.535603,-0.136668
'Light Breeze',-0.333699,Slight,-0.310259,1.524179,-0.389995,0.897424,0.376391
'Light Breeze',-0.333699,Slight,-0.310259,1.374425,-0.389995,0.920038,0.156508
'Light Breeze',-0.333699,Slight,-0.310259,1.631145,-0.389995,1.937658,1.714009
'Light Breeze',-0.333699,Slight,-0.310259,1.481392,-0.389995,1.937658,1.604067
'Gentle Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,1.824589,1.054361
'Moderate Breeze',-0.333699,Slight,-0.310259,1.288852,-0.389995,1.71152,1.420832
'Light Breeze',-0.333699,Slight,-0.310259,0.946558,-0.389995,1.078334,0.724538
'Light Breeze',3.045582,Slight,-0.310259,0.903771,-0.389995,0.87481,-0.063374
'Light Breeze',-0.333699,Slight,-0.310259,0.497297,-0.389995,1.327086,1.145979
'Light Breeze',3.045582,Slight,-0.310259,0.818198,-0.389995,1.327086,1.127656
'Light Breeze',-0.333699,Slight,-0.310259,1.096311,-0.389995,1.621065,1.494126
'Light Breeze',-0.333699,Moderate,-0.310259,1.652539,-0.389995,0.829582,0.083214
'Gentle Breeze',-0.333699,Moderate,-0.310259,1.310245,-0.389995,1.236631,1.237597
'Light Breeze',-0.333699,Slight,-0.310259,1.395818,-0.389995,1.440155,1.054361
'Light Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,1.168789,0.742861
'Light Breeze',3.045582,Slight,-0.310259,0.347544,-0.389995,0.806969,1.145979
'Light Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,-0.188038,-0.796316
'Gentle Breeze',-0.333699,Moderate,-0.310259,1.267458,-0.389995,1.53061,0.63292
'Light Breeze',-0.333699,Slight,-0.310259,0.518691,-0.389995,1.05572,0.266449
'Light Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,0.739127,-0.118345
'Gentle Breeze',-0.333699,Slight,-0.310259,1.246065,-0.389995,1.779362,1.530773
'Gentle Breeze',-0.333699,Slight,-0.310259,0.903771,-0.389995,1.214017,0.706214
'Gentle Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,0.332079,-0.319904
'Gentle Breeze',-0.333699,Slight,-0.310259,0.967951,-0.389995,1.485382,0.962744
'Gentle Breeze',-0.333699,Slight,-0.310259,0.604264,-0.389995,0.942651,0.376391
'Gentle Breeze',-0.333699,Slight,-0.310259,1.417212,-0.389995,1.236631,1.237597
'Light Breeze',3.045582,Slight,-0.310259,0.647051,-0.389995,0.173783,-0.686374
'Light Breeze',-0.333699,Slight,-0.310259,0.497297,-0.389995,-0.165424,-0.759669
'Gentle Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,-0.391562,-0.832963
'Moderate Breeze',-0.333699,Slight,-0.310259,1.566965,-0.389995,0.942651,1.164303
'Gentle Breeze',-0.333699,Slight,-0.310259,2.016226,-0.389995,2.050727,1.585744
'Light Breeze',-0.333699,Slight,-0.310259,0.860984,-0.389995,0.21901,-0.411521
'Light Air',-0.333699,Slight,-0.310259,1.117705,-0.389995,-0.323721,-0.759669
'Light Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,0.739127,-0.008404
'Light Air',3.045582,Slight,-0.310259,0.390331,-0.389995,1.259244,1.329214
'Gentle Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,1.417541,1.054361
'Light Breeze',-0.333699,Slight,-0.310259,-0.05893,-0.389995,1.123562,0.358067
'Light Breeze',3.045582,Slight,-0.310259,0.19779,-0.389995,0.920038,0.779508
'Light Breeze',-0.333699,Slight,-0.310259,0.240577,-0.389995,-0.459404,-0.961227
'Light Breeze',-0.333699,Slight,-0.310259,-0.208684,-0.389995,0.671286,0.083214
'Light Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,0.264238,0.577949
'Light Breeze',-0.333699,Slight,-0.310259,-0.05893,-0.389995,0.716513,0.706214
'Gentle Breeze',-0.333699,Slight,-0.310259,0.283364,-0.389995,0.739127,0.926097
'Moderate Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,1.485382,1.127656
'Gentle Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,1.168789,1.20095
'Light Breeze',-0.333699,Slight,-0.310259,1.310245,-0.389995,1.440155,0.779508
'Light Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,1.191403,1.329214
'Moderate Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,1.259244,1.365861
'Moderate Breeze',-0.333699,Slight,-0.310259,0.818198,-0.389995,1.033107,0.779508
'Moderate Breeze',-0.333699,Moderate,-0.310259,0.454511,-0.389995,0.806969,1.310891
'Gentle Breeze',-0.333699,Slight,-0.310259,0.026643,-0.389995,0.128555,-0.338227
'Light Breeze',-0.333699,Slight,-0.310259,0.090823,-0.389995,0.128555,-0.374874
'Light Breeze',-0.333699,Moderate,-0.310259,0.796804,-0.389995,0.173783,-0.411521
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.080323,-0.389995,0.920038,0.431361
'Light Breeze',-0.333699,Slight,-0.310259,-0.465404,-0.389995,0.241624,-0.411521
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.05893,-0.389995,0.060714,0.156508
'Light Breeze',-0.333699,Slight,-0.310259,0.048037,-0.389995,0.241624,0.486332
'Light Breeze',-0.333699,Slight,-0.310259,0.283364,-0.389995,0.965265,0.394714
'Gentle Breeze',-0.333699,Slight,-0.310259,0.090823,-0.389995,0.829582,0.413038
'Light Breeze',3.045582,Slight,-0.310259,0.32615,-0.389995,-0.323721,-0.86961
'Gentle Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,0.580831,0.101538
'Gentle Breeze',3.045582,Slight,-0.310259,0.368937,-0.389995,0.648672,-0.136668
'Light Breeze',3.045582,Slight,-0.310259,0.475904,-0.389995,0.128555,-0.942904
'Gentle Breeze',3.045582,Slight,-0.310259,0.390331,-0.389995,0.467762,0.541302
'Gentle Breeze',-0.333699,Slight,-0.310259,0.925165,-0.389995,1.281858,1.182626
'Gentle Breeze',3.045582,Slight,-0.310259,1.117705,-0.389995,1.485382,0.413038
'Gentle Breeze',-0.333699,Slight,-0.310259,1.010738,-0.389995,1.462769,0.504655
'Gentle Breeze',3.045582,Slight,-0.310259,0.754018,-0.389995,1.485382,1.054361
'Gentle Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,1.553224,1.091008
'Light Breeze',-0.333699,Slight,-0.310259,0.754018,-0.389995,1.259244,0.303096
'Gentle Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,1.598451,1.054361
'Light Breeze',-0.333699,Slight,-0.310259,0.497297,-0.389995,1.281858,0.064891
'Gentle Breeze',-0.333699,Slight,-0.310259,0.411724,-0.389995,0.241624,-0.374874
'Gentle Breeze',3.045582,Slight,-0.310259,0.668444,-0.389995,0.920038,0.834479
'Light Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,-0.233266,-1.034522
'Gentle Breeze',-0.333699,Slight,-0.310259,0.411724,-0.389995,1.123562,0.193155
'Gentle Breeze',-0.333699,Slight,-0.310259,0.06943,-0.389995,0.648672,0.064891
'Gentle Breeze',3.045582,Slight,-0.310259,0.475904,-0.389995,0.354693,-0.503139
'Gentle Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,1.010493,0.266449
'Gentle Breeze',-0.333699,Moderate,-0.310259,0.604264,-0.389995,1.05572,0.449685
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,0.241624,0.119861
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.529584,-0.389995,-0.097583,-0.081698
'Light Breeze',-0.333699,Slight,-0.310259,-0.722124,-0.389995,0.151169,-0.503139
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.593764,-0.389995,0.060714,-0.503139
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.165897,-0.389995,-0.504631,-0.887933
'Gentle Breeze',-0.333699,Slight,-0.310259,0.00525,-0.389995,-0.097583,0.211479
'Gentle Breeze',-0.333699,Slight,-0.310259,0.026643,-0.389995,-0.210652,-0.521463
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.080323,-0.389995,0.264238,0.266449
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.401224,-0.389995,-0.323721,-0.319904
'Gentle Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,0.128555,-0.045051
'Gentle Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,0.445148,0.926097
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.599252,-0.389995,-0.595086,-0.686374
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.422617,-0.389995,-0.730769,-0.997874
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.577859,-0.389995,-0.753383,0.00992
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.791792,-0.389995,-1.047362,-1.400992
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.727612,-0.389995,-1.409183,-1.602551
'Gentle Breeze',3.045582,Slight,-0.310259,-1.513678,0.469785,-1.567479,-1.785786
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.085811,0.469785,-1.567479,-1.162786
'Gentle Breeze',-0.333699,Slight,-0.310259,-2.005726,-0.389995,-1.228272,-1.400992
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.791792,0.469785,-1.906686,-2.023992
'Gentle Breeze',3.045582,Slight,-0.310259,-1.235565,-0.389995,-1.250886,-1.510933
'Gentle Breeze',3.045582,Slight,-0.310259,-1.813186,-0.389995,-1.002135,-1.144463
'Light Breeze',-0.333699,Slight,-0.310259,-1.663432,0.469785,-1.680548,-2.152257
'Light Air',3.045582,Slight,-0.310259,-1.577859,0.469785,-2.223279,-2.445434
'Light Air',-0.333699,Slight,-0.310259,-1.363925,0.469785,-2.155438,-2.225551
'Light Breeze',-0.333699,Slight,-0.310259,-1.363925,0.469785,-1.884072,-1.987345
'Light Air',-0.333699,Slight,-0.310259,-2.219659,0.469785,-2.358962,-2.73861
'Light Air',3.045582,Slight,-0.310259,-1.449498,0.469785,-2.132824,-2.482081
'Light Breeze',3.045582,Slight,-0.310259,-1.192778,0.469785,-1.906686,-1.950698
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.085811,-0.389995,-0.323721,-0.356551
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.128598,-0.389995,-0.142811,-0.264933
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.786304,-0.389995,-0.120197,-0.338227
