@relation wind_data-weka.filters.unsupervised.attribute.Remove-R1

@attribute WIND {'Gentle Breeze','Light Breeze','Light Air','Moderate Breeze',Calm}
@attribute IND numeric
@attribute RAIN {Slight,Moderate,Heavy}
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric

@data
'Light Breeze',-0.333699,Slight,-0.310259,-0.208684,-0.389995,-1.047362,-0.832963
'Light Air',-0.333699,Slight,-0.310259,0.818198,1.329565,-0.549859,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.796804,-0.389995,1.214017,0.706214
'Light Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,-0.052355,-0.191639
'Light Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.852196,0.724538
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.636551,-0.389995,-0.052355,0.211479
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.871878,-0.389995,-0.323721,-0.631404
'Light Breeze',-0.333699,Slight,-0.310259,-0.508191,-0.389995,-1.2735,-0.979551
'Light Breeze',3.045582,Slight,-0.310259,-0.12311,-0.389995,-0.482017,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.219184,-0.389995,-0.029742,0.174832
'Light Air',-0.333699,Slight,-0.310259,0.411724,-0.389995,0.309465,0.101538
'Light Air',-0.333699,Slight,-0.310259,-0.037537,-0.389995,-0.934293,-0.723021
'Light Air',-0.333699,Slight,-0.310259,-0.657944,-0.389995,-0.459404,-0.484816
'Light Air',-0.333699,Slight,-0.310259,-0.358437,-0.389995,-0.346335,-0.118345
'Light Breeze',-0.333699,Slight,-0.310259,-0.12311,-0.389995,0.309465,0.614597
'Light Air',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-0.233266,-0.100021
'Light Breeze',-0.333699,Slight,-0.310259,-0.529584,-0.389995,-1.205659,-0.851286
'Light Breeze',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.979521,-0.906257
'Light Breeze',-0.333699,Slight,-0.310259,-0.593764,-0.389995,-0.233266,-0.429845
'Light Breeze',-0.333699,Slight,-0.310259,-0.679337,-0.389995,0.39992,0.816155
'Light Breeze',-0.333699,Slight,-0.310259,-0.786304,-0.389995,0.173783,0.669567
'Light Breeze',-0.333699,Slight,-0.310259,-0.700731,-0.389995,-1.047362,-0.979551
'Light Breeze',-0.333699,Slight,-0.310259,-0.850484,-0.389995,-1.318728,-1.23608
'Light Air',-0.333699,Slight,-0.310259,-0.700731,0.469785,-2.5851,-1.932375
'Light Air',-0.333699,Slight,-0.310259,-0.679337,0.469785,-2.5851,-1.950698
'Light Breeze',-0.333699,Slight,-0.310259,0.155004,2.189345,-2.336348,-1.767463
'Gentle Breeze',-0.333699,Slight,-0.310259,0.19779,-0.389995,-0.708155,0.083214
'Gentle Breeze',-0.333699,Slight,-0.310259,0.19779,-0.389995,0.332079,0.541302
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.12311,-0.389995,-0.233266,0.00992
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.016143,-0.389995,0.151169,0.834479
'Light Breeze',-0.333699,Slight,-0.310259,0.475904,-0.389995,-0.142811,0.00992
'Gentle Breeze',-0.333699,Slight,-0.310259,0.219184,-0.389995,0.21901,0.00992
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.165897,-0.389995,1.010493,1.017714
'Light Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-0.301107,-0.539786
'Light Breeze',-0.333699,Slight,-0.310259,0.090823,-0.389995,-0.414176,-0.209962
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.101717,1.329565,-0.029742,0.742861
'Gentle Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,0.264238,0.926097
'Gentle Breeze',3.045582,Slight,-0.310259,0.219184,-0.389995,0.39992,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.00525,-0.389995,0.761741,0.999391
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,0.784355,0.962744
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.363925,-0.389995,-0.979521,-0.686374
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.406712,-0.389995,-1.363955,-0.942904
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.321138,-0.389995,-1.2735,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.406712,0.469785,-1.657935,-1.602551
'Gentle Breeze',3.045582,Slight,-0.310259,-1.192778,-0.389995,-0.956907,-0.704698
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.657944,0.469785,-1.771003,-1.620875
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.321138,-0.389995,-0.708155,-0.24661
'Light Breeze',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.979521,-0.686374
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-1.205659,-0.576433
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.144503,-0.389995,0.309465,0.926097
'Gentle Breeze',-0.333699,Slight,-0.310259,0.06943,-0.389995,-0.029742,-0.191639
'Moderate Breeze',-0.333699,Moderate,-0.310259,-0.101717,-0.389995,-0.368948,-0.026727
'Gentle Breeze',3.045582,Slight,-0.310259,-0.508191,-0.389995,0.083327,0.816155
'Light Breeze',-0.333699,Slight,-0.310259,-1.107205,-0.389995,-1.409183,-1.23608
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.016143,0.469785,-2.178052,-1.950698
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.037537,0.469785,-2.042369,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.208684,-0.389995,-0.459404,-0.081698
'Light Breeze',-0.333699,Slight,-0.310259,-1.770399,-0.389995,-1.431797,-1.309375
'Light Breeze',-0.333699,Slight,-0.310259,-0.936058,0.469785,-2.358962,-2.023992
'Light Breeze',-0.333699,Slight,-0.310259,-1.171385,0.469785,-2.336348,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,-1.428105,-0.389995,-0.459404,-0.503139
'Light Air',-0.333699,Slight,-0.310259,-1.920152,-0.389995,-1.024748,-0.814639
'Light Breeze',-0.333699,Slight,-0.310259,-1.342532,-0.389995,-1.2735,-0.55811
'Light Breeze',3.045582,Slight,-0.310259,-1.278352,-0.389995,-1.047362,-0.521463
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.342532,-0.389995,-0.730769,-0.61308
'Gentle Breeze',3.045582,Slight,1.488654,-1.363925,-0.389995,-0.25588,0.046567
'Light Breeze',-0.333699,Slight,-0.310259,-1.535072,-0.389995,-0.414176,-0.008404
'Light Breeze',-0.333699,Slight,-0.310259,-1.663432,-0.389995,-1.205659,-0.723021
'Light Breeze',3.045582,Slight,-0.310259,-1.791792,0.469785,-2.064983,-1.547581
'Light Breeze',-0.333699,Moderate,-0.310259,-2.069906,0.469785,-2.042369,-1.529257
'Light Breeze',-0.333699,Slight,-0.310259,-1.962939,0.469785,-1.657935,-0.906257
'Light Breeze',-0.333699,Slight,-0.310259,-1.171385,0.469785,-2.268507,-1.950698
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.850484,0.469785,-2.223279,-0.001707
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.663432,-0.389995,-0.323721,0.211479
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.535072,-0.389995,-1.09259,-0.576433
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.906257
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.510933
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.346022
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.914051
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,-2.408787
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.083214
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.036038
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.026727
'Moderate Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.411521
'Moderate Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.706214
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.449685
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.411521
'Moderate Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.704698
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.631404
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.503139
'Gentle Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.393198
'Light Breeze',-0.333699,Moderate,3.287567,-0.007774,3.049125,-0.004487,-1.291051
'Moderate Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.411521
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.620875
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.126139
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.704698
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.704698
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.55811
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.429845
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.61308
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.759669
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.61308
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.594757
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.503139
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.822434
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.979551
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-2.188904
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.686374
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.639198
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.411521
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.026727
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.089492
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.045051
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.503139
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.283257
'Moderate Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.413038
'Gentle Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.466492
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.327698
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.264933
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.539786
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,0.376391
'Light Air',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.327698
'Gentle Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,0.339744
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.083214
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.356551
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.191639
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.026727
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.594757
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.914051
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.565904
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.723021
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.510933
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.510933
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-2.11561
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.510933
'Moderate Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.55811
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.126139
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.914051
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.785786
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.510933
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.987345
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.374874
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.961227
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.303096
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.55811
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.138185
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.376391
'Moderate Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.303096
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.118345
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.631404
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.796316
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.081698
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.229802
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.193155
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.614597
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.100021
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.503139
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.026727
'Gentle Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,1.017714
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.704698
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.455963
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.089492
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.594757
'Light Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-0.074969,-0.906257
'Light Breeze',-0.333699,Slight,-0.310259,0.711231,-0.389995,-1.047362,-1.089492
'Light Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,-1.45441,-1.291051
'Gentle Breeze',-0.333699,Slight,-0.310259,0.090823,-0.389995,0.173783,0.303096
'Light Air',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.007128,-0.008404
'Light Breeze',-0.333699,Slight,-0.310259,-0.358437,-0.389995,-1.318728,-1.107816
'Light Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,-1.024748,-0.906257
'Light Breeze',-0.333699,Slight,-0.310259,0.112217,1.329565,0.128555,0.339744
'Gentle Breeze',-0.333699,Slight,-0.310259,0.112217,-0.389995,-0.79861,-0.814639
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,0.0381,0.742861
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.850484,-0.389995,-0.6177,-0.191639
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-0.459404,-0.154992
'Light Breeze',-0.333699,Slight,-0.310259,-0.101717,-0.389995,-0.685542,-0.521463
'Gentle Breeze',-0.333699,Slight,-0.310259,0.26197,-0.389995,0.21901,0.724538
'Gentle Breeze',-0.333699,Slight,-0.310259,0.219184,-0.389995,0.942651,1.274244
'Gentle Breeze',-0.333699,Slight,-0.310259,0.219184,-0.389995,0.286851,0.468008
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.230077,-0.389995,-0.572473,-0.393198
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.358437,-0.389995,-1.296114,-0.649727
'Light Breeze',-0.333699,Slight,-0.310259,-0.957451,-0.389995,-1.069976,-0.851286
'Light Breeze',3.045582,Slight,-0.310259,-0.700731,0.469785,-1.838845,-1.620875
'Light Air',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-0.685542,-1.034522
'Light Breeze',-0.333699,Slight,-0.310259,-0.12311,-0.389995,-0.549859,-0.173315
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,-0.389995,-0.730769,-0.86961
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.230077,-0.389995,-0.233266,-0.100021
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,-0.233266,0.00992
'Light Breeze',-0.333699,Slight,-0.310259,-0.657944,-0.389995,-0.233266,0.339744
'Light Breeze',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.052355,0.119861
'Light Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,0.173783,0.101538
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.852802
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.926097
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.118345
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.358067
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.706214
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.704698
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.797832
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.017714
'Gentle Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,0.522979
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.008404
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.347538
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.63292
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.431361
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.248126
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.248126
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.017714
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.109332
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.30158
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.419316
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-1.107816
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.907773
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.091008
'Gentle Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.834479
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.614597
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,0.651244
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.88945
'Gentle Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,0.266449
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.926097
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,0.303096
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.796316
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.88945
'Light Air',3.045582,Slight,-0.310259,0.19779,-0.389995,0.309465,0.413038
'Light Air',-0.333699,Slight,-0.310259,0.561477,-0.389995,-0.956907,-0.704698
'Light Air',3.045582,Slight,-0.310259,1.160491,-0.389995,-0.368948,0.174832
'Light Breeze',-0.333699,Moderate,-0.310259,0.796804,-0.389995,0.083327,0.119861
'Light Air',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.942651,1.329214
'Light Air',-0.333699,Slight,-0.310259,0.368937,-0.389995,0.445148,0.541302
'Light Air',-0.333699,Slight,-0.310259,0.754018,-0.389995,0.264238,0.303096
'Light Air',-0.333699,Slight,-0.310259,1.117705,-0.389995,-0.029742,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.987879,1.310891
'Light Air',-0.333699,Slight,-0.310259,1.331638,-0.389995,0.083327,0.211479
'Light Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,1.281858,1.640714
'Light Breeze',-0.333699,Slight,-0.310259,1.545572,-0.389995,1.168789,1.219273
'Light Breeze',3.045582,Slight,-0.310259,1.053525,-0.389995,0.829582,0.742861
'Light Breeze',-0.333699,Slight,-0.310259,1.673932,-0.389995,0.580831,0.63292
'Gentle Breeze',-0.333699,Slight,-0.310259,1.545572,-0.389995,1.462769,1.732332
'Gentle Breeze',-0.333699,Slight,-0.310259,1.160491,-0.389995,1.078334,1.219273
'Gentle Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.671286,0.724538
'Gentle Breeze',-0.333699,Slight,-0.310259,1.246065,-0.389995,0.965265,1.017714
'Gentle Breeze',-0.333699,Slight,-0.310259,1.609752,-0.389995,1.281858,1.640714
'Light Breeze',-0.333699,Moderate,-0.310259,1.438605,1.329565,0.942651,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.852196,1.347538
'Moderate Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,1.3497,1.457479
'Gentle Breeze',-0.333699,Slight,-0.310259,0.967951,-0.389995,1.05572,1.219273
'Gentle Breeze',-0.333699,Slight,-0.310259,1.053525,-0.389995,1.734134,1.952215
'Gentle Breeze',-0.333699,Slight,-0.310259,0.946558,-0.389995,0.784355,0.816155
'Light Breeze',3.045582,Slight,-0.310259,0.796804,-0.389995,0.580831,0.303096
'Gentle Breeze',-0.333699,Slight,-0.310259,1.353032,-0.389995,0.671286,0.724538
'Light Air',-0.333699,Slight,-0.310259,1.374425,-0.389995,1.666293,2.007185
'Light Breeze',3.045582,Slight,-0.310259,1.224672,-0.389995,1.666293,1.714009
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,0.431361
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.439156
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.229802
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,-0.191639
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.999391
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.732332
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.413038
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.431361
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.284773
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.292567
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.475803
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,0.193155
'Light Air',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.750656
'Light Breeze',-0.333699,Slight,3.287567,-0.007774,3.049125,-0.004487,1.842273
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,1.714009
'Light Breeze',3.045582,Slight,3.287567,-0.007774,3.049125,-0.004487,0.266449
